Veículo;Combustivel;DATA .: ;;Valor/Litro;Quantidade;Valor;Anterior;Atual;Km Rodada;Média (Km/L)
HJU0691;GASOLINA;16/12/2021;(E);7.085;41.43;R$ 293.53;174308;174682;374;9.03
HJU0691;GASOLINA;22/12/2021;(E);7.085;37.64;R$ 266.68;174682;175026;344;9.14
HJU0691;GASOLINA;10/01/2022;(E);6.896;35.80;R$ 246.91;175026;175354;328;9.16
HJU0691;GASOLINA;11/01/2022;(E);7.226;50.61;R$ 365.71;175354;175802;448;8.85
HJU0691;GASOLINA;17/01/2022;(E);7.085;50.35;R$ 356.73;175802;176293;491;9.75
HJU0691;GASOLINA;18/01/2022;(E);7.459;48.40;R$ 361.02;176293;176795;502;10.37
HJU0691;GASOLINA;20/01/2022;(E);7.399;40.55;R$ 300.03;176795;177229;434;10.70
HJU0691;GASOLINA;26/01/2022;(E);7.098;38.18;R$ 271.00;177229;177632;403;10.56
HJU0691;GASOLINA;27/01/2022;(E);6.99;38.87;R$ 271.70;177632;178023;391;10.06
HJU0691;GASOLINA;28/01/2022;(E);6.999;48.45;R$ 339.10;178023;178526;503;10.38
HJU0691;GASOLINA;01/02/2022;(E);7.034;43.88;R$ 308.67;178526;178828;302;6.88
HJU0691;GASOLINA;02/02/2022;(E);7.020;32.34;R$ 227.03;178828;179293;465;14.38
HJU0691;GASOLINA;03/02/2022;(E);7.632;39.01;R$ 297.74;179293;179696;403;10.33
HJU0691;GASOLINA;07/02/2022;(E);7.087;50.61;R$ 358.72;179696;180201;505;9.98
Qtde = 51;Subtotal .:;1,945.66;R$ 12,756.29;19211;9.87;;;;;
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 54;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
VEÍCULO .: ;;;;;;;;;;
HKC6962;;;;;;;;;;
HKC6962;GASOLINA;08/09/2021;(E);6.384;42.19;R$ 269.38;197104;197479;375;8.89
HKC6962;GASOLINA;13/09/2021;(E);6.339;49.81;R$ 315.75;197479;197994;515;10.34
HKC6962;GASOLINA;07/10/2021;(E);6.640;31.45;R$ 208.84;197994;198343;349;11.10
HKC6962;GASOLINA;13/10/2021;(E);6.599;41.27;R$ 272.35;198343;198801;458;11.10
HKC6962;GASOLINA;14/10/2021;(E);6.941;31.11;R$ 215.95;198801;199109;308;9.90
HKC6962;GASOLINA;28/10/2021;(E);7.145;42.16;R$ 301.24;199109;199595;486;11.53
HKC6962;GASOLINA;07/12/2021;(E);7.084;46.34;R$ 328.31;199595;200039;444;9.58
HKC6962;GASOLINA;15/12/2021;(E);7.380;26.42;R$ 195.00;200039;200274;235;8.89
HKC6962;GASOLINA;18/01/2022;(E);7.099;48.09;R$ 341.39;200274;200554;280;5.82
HKC6962;GASOLINA;01/02/2022;(E);7.065;21.55;R$ 152.25;200554;200814;260;12.06
HKC6962;GASOLINA;16/02/2022;(E);6.948;41.73;R$ 289.96;200814;201202;388;9.30
HKC6962;GASOLINA;17/02/2022;(E);7.035;22.82;R$ 160.54;201202;201439;237;10.39
HKC6962;GASOLINA;23/02/2022;(E);6.949;19.61;R$ 136.28;201439;201673;234;11.93
Qtde = 13;Subtotal .:;464.55;R$ 3,187.24;4569;9.84;;;;;
VEÍCULO .: ;;;;;;;;;;
HKT2009;;;;;;;;;;
HKT2009;DIESEL;16/12/2021;(E);5.559;305.81;R$ 1,700.00;50437;51138;701;2.29
Qtde = 1;Subtotal .:;305.81;R$ 1,700.00;701;2.29;;;;;
VEÍCULO .: ;;;;;;;;;;
HKT4123;;;;;;;;;;
HKT4123;GASOLINA;26/02/2021;(E);5.495;36.52;R$ 200.68;316983;317283;300;8.21
HKT4123;GASOLINA;25/03/2021;(E);5.794;38.18;R$ 221.24;316983;317555;572;14.98
HKT4123;GASOLINA;10/06/2021;(E);5.994;29.49;R$ 176.79;317555;317763;208;7.05
HKT4123;GASOLINA;29/07/2021;(E);6.055;37.42;R$ 226.58;317763;318133;370;9.89
HKT4123;GASOLINA;31/08/2021;(E);6.294;39.30;R$ 247.39;318133;318378;245;6.23
HKT4123;GASOLINA;03/09/2021;(E);6.9;31.79;R$ 219.35;318378;318775;397;12.49
HKT4123;GASOLINA;17/11/2021;(E);7.085;44.67;R$ 316.49;318775;319114;339;7.59
HKT4123;GASOLINA;24/11/2021;(E);7.084;30.75;R$ 217.86;319114;319521;407;13.24
HKT4123;GASOLINA;27/12/2021;(E);7.085;40.18;R$ 284.68;319521;319834;313;7.79
HKT4123;GASOLINA;20/01/2022;(E);7.085;29.19;R$ 206.81;319834;320085;251;8.60
HKT4123;GASOLINA;27/01/2022;(E);7.064;32.04;R$ 226.36;320085;320467;382;11.92
Qtde = 11;Subtotal .:;389.53;R$ 2,544.24;3784;9.71;;;;;
VEÍCULO .: ;;;;;;;;;;
HLF3224;;;;;;;;;;
HLF3224;GASOLINA;08/02/2021;(E);4.994;37.17;R$ 185.66;89016;89347;331;8.91
HLF3224;GASOLINA;17/02/2021;(E);5.195;37.62;R$ 195.44;89347;89667;320;8.51
HLF3224;GASOLINA;26/02/2021;(E);5.894;35.48;R$ 209.15;89667;89969;302;8.51
HLF3224;GASOLINA;09/03/2021;(E);5.995;38.04;R$ 228.05;89969;90289;320;8.41
HLF3224;GASOLINA;18/03/2021;(E);5.895;38.37;R$ 226.19;90289;90626;337;8.78
HLF3224;GASOLINA;29/03/2021;(E);5.695;40.42;R$ 230.19;90626;90971;345;8.54
HLF3224;GASOLINA;09/04/2021;(E);5.795;38.26;R$ 221.72;90971;91291;320;8.36
HLF3224;GASOLINA;23/04/2021;(E);5.995;38.13;R$ 228.59;91291;91610;319;8.37
HLF3224;GASOLINA;05/05/2021;(E);5.995;39.87;R$ 239.02;91610;91954;344;8.63
HLF3224;GASOLINA;18/05/2021;(E);5.995;39.75;R$ 238.30;91954;92290;336;8.45
HLF3224;GASOLINA;27/05/2021;(E);5.895;40.21;R$ 237.04;92290;92633;343;8.53
HLF3224;GASOLINA;17/06/2021;(E);5.995;38.25;R$ 229.31;92633;92956;323;8.44
HLF3224;GASOLINA;29/06/2021;(E);5.894;38.83;R$ 228.90;92956;93381;425;10.95
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 55;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
HLF3224;GASOLINA;09/07/2021;(E);6.094;40.98;R$ 249.77;93381;93633;252;6.15
HLF3224;GASOLINA;22/07/2021;(E);6.055;38.34;R$ 232.15;93633;93959;326;8.50
HLF3224;GASOLINA;04/08/2021;(E);6.054;38.86;R$ 235.29;93959;94279;320;8.23
HLF3224;GASOLINA;12/08/2021;(E);6.195;39.78;R$ 246.44;94279;94632;353;8.87
HLF3224;GASOLINA;18/08/2021;(E);6.295;36.31;R$ 228.57;94632;94933;301;8.29
HLF3224;GASOLINA;24/08/2021;(E);6.295;35.95;R$ 226.31;94933;95233;300;8.34
HLF3224;GASOLINA;31/08/2021;(E);6.295;40.33;R$ 253.88;95233;95555;322;7.98
HLF3224;GASOLINA;06/09/2021;(E);6.385;40.28;R$ 257.19;95555;95879;324;8.04
HLF3224;GASOLINA;13/09/2021;(E);6.386;39.74;R$ 253.80;95879;96211;332;8.35
HLF3224;GASOLINA;17/09/2021;(E);6.395;38.52;R$ 246.34;96211;96542;331;8.59
HLF3224;GASOLINA;24/09/2021;(E);6.394;38.67;R$ 247.29;96542;96878;336;8.69
HLF3224;GASOLINA;04/10/2021;(E);6.394;40.15;R$ 256.75;96878;97228;350;8.72
HLF3224;GASOLINA;14/10/2021;(E);6.685;36.73;R$ 245.54;97228;97558;330;8.98
HLF3224;GASOLINA;26/10/2021;(E);7.045;39.05;R$ 275.11;97558;97893;335;8.58
HLF3224;GASOLINA;09/11/2021;(E);7.084;39.47;R$ 279.64;97893;98215;322;8.16
HLF3224;GASOLINA;17/11/2021;(E);7.085;37.63;R$ 266.61;98215;98503;288;7.65
HLF3224;GASOLINA;26/11/2021;(E);7.084;39.47;R$ 279.64;98503;98826;323;8.18
HLF3224;GASOLINA;07/12/2021;(E);7.085;38.69;R$ 274.12;98826;99126;300;7.75
HLF3224;GASOLINA;17/12/2021;(E);7.284;37.87;R$ 275.87;99126;99427;301;7.95
HLF3224;GASOLINA;27/12/2021;(E);7.085;37.17;R$ 263.35;99427;99711;284;7.64
HLF3224;GASOLINA;04/01/2022;(E);7.084;36.27;R$ 256.97;99711;100023;312;8.60
HLF3224;GASOLINA;11/01/2022;(E);7.084;40.56;R$ 287.36;100023;100354;331;8.16
HLF3224;GASOLINA;17/01/2022;(E);7.070;34.83;R$ 246.28;100354;100645;291;8.35
HLF3224;GASOLINA;20/01/2022;(E);7.085;34.93;R$ 247.48;100645;100875;230;6.58
HLF3224;GASOLINA;27/01/2022;(E);7.065;39.39;R$ 278.29;100875;101184;309;7.84
HLF3224;GASOLINA;07/02/2022;(E);7.065;37.63;R$ 265.86;101184;101471;287;7.63
HLF3224;GASOLINA;16/02/2022;(E);7.034;40.47;R$ 284.70;101471;101801;330;8.15
HLF3224;GASOLINA;25/02/2022;(E);7.035;35.13;R$ 247.14;101801;102132;331;9.42
Qtde = 41;Subtotal .:;1,573.60;R$ 10,105.30;13116;8.34;;;;;
VEÍCULO .: ;;;;;;;;;;
HLP3585;;;;;;;;;;
HLP3585;GASOLINA;16/07/2021;(E);6.055;31.59;R$ 191.28;375416;375671;255;8.07
HLP3585;GASOLINA;16/07/2021;(E);6.605;21.95;R$ 144.98;375671;375963;292;13.30
HLP3585;GASOLINA;18/07/2021;(E);6.605;20.89;R$ 137.98;375963;376125;162;7.75
HLP3585;GASOLINA;27/07/2021;(E);6.248;30.74;R$ 192.09;376125;376495;370;12.04
HLP3585;GASOLINA;15/09/2021;(E);6.499;21.24;R$ 138.04;376495;376694;199;9.37
HLP3585;GASOLINA;22/09/2021;(E);6.395;23.80;R$ 152.20;376694;377015;321;13.49
HLP3585;GASOLINA;29/10/2021;(E);6.985;36.03;R$ 251.67;377015;377234;219;6.08
HLP3585;GASOLINA;09/11/2021;(E);7.085;32.19;R$ 228.07;377234;377605;371;11.53
HLP3585;GASOLINA;11/11/2021;(E);7.459;32.31;R$ 241.00;377605;378001;396;12.26
HLP3585;GASOLINA;16/11/2021;(E);7.256;34.01;R$ 246.78;378001;378421;420;12.35
HLP3585;GASOLINA;24/11/2021;(E);7.084;28.15;R$ 199.44;378421;378718;297;10.55
Qtde = 11;Subtotal .:;312.90;R$ 2,123.53;3302;10.55;;;;;
VEÍCULO .: ;;;;;;;;;;
HLP4328;;;;;;;;;;
HLP4328;DIESEL;07/04/2021;(E);4.570;30.33;R$ 138.61;136335;136568;233;7.68
HLP4328;DIESEL;07/04/2021;(E);4.57;41.37;R$ 189.06;136568;137058;490;11.84
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 56;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
HLP4328;DIESEL;12/05/2021;(E);4.780;54.11;R$ 258.65;136335;136948;613;11.33
HLP4328;DIESEL;01/06/2021;(E);4.948;42.04;R$ 208.04;136948;137396;448;10.66
HLP4328;DIESEL;03/06/2021;(E);4.899;40.23;R$ 197.09;137396;137946;550;13.67
HLP4328;DIESEL;03/06/2021;(E);4.948;36.33;R$ 179.79;137946;138554;608;16.74
HLP4328;DIESEL;24/06/2021;(E);4.83;55.00;R$ 265.65;138554;139260;706;12.84
HLP4328;DIESEL;25/06/2021;(E);4.73;45.00;R$ 212.85;139260;139999;739;16.42
HLP4328;DIESEL;03/12/2021;(E);5.799;20.74;R$ 120.29;139999;140120;121;5.83
Qtde = 9;Subtotal .:;365.15;R$ 1,770.03;4508;12.35;;;;;
VEÍCULO .: ;;;;;;;;;;
HMB8801;;;;;;;;;;
HMB8801;GASOLINA;24/05/2021;(E);6.240;12.10;R$ 75.51;74290;74371;81;6.69
HMB8801;GASOLINA;25/05/2021;(E);5.895;18.57;R$ 109.47;74371;74668;297;15.99
HMB8801;GASOLINA;31/05/2021;(E);6.240;21.65;R$ 135.11;74668;74956;288;13.30
HMB8801;GASOLINA;17/07/2021;(E);6.330;31.62;R$ 200.18;74956;75396;440;13.92
Qtde = 4;Subtotal .:;83.94;R$ 520.27;1106;13.18;;;;;
VEÍCULO .: ;;;;;;;;;;
HMG0300;;;;;;;;;;
HMG0300;ALCOOL;16/03/2021;(E);4.399;30.00;R$ 131.97;152017;152121;104;3.47
HMG0300;ALCOOL;28/04/2021;(E);4.299;30.00;R$ 128.97;152121;152269;148;4.93
HMG0300;ALCOOL;17/05/2021;(E);4.588;20.00;R$ 91.76;152017;152404;387;19.35
HMG0300;ALCOOL;16/07/2021;(E);4.599;30.00;R$ 137.97;152404;152525;121;4.03
HMG0300;ALCOOL;09/08/2021;(E);4.599;25.00;R$ 114.98;152404;152668;264;10.56
HMG0300;ALCOOL;20/08/2021;(E);4.799;25.00;R$ 119.98;152668;152823;155;6.20
HMG0300;ALCOOL;09/09/2021;(E);4.898;40.01;R$ 195.97;152823;152974;151;3.77
HMG0300;ALCOOL;21/09/2021;(E);4.948;40.93;R$ 202.52;152974;153084;110;2.69
HMG0300;ALCOOL;27/09/2021;(E);4.948;20.21;R$ 100.00;153084;153115;31;1.53
HMG0300;ALCOOL;07/10/2021;(E);5.089;19.65;R$ 100.00;153115;153216;101;5.14
HMG0300;ALCOOL;20/10/2021;(E);5.089;39.57;R$ 201.37;153216;153287;71;1.79
HMG0300;ALCOOL;01/11/2021;(E);5.579;40.88;R$ 228.07;153115;153488;373;9.12
HMG0300;ALCOOL;16/11/2021;(E);5.697;35.00;R$ 199.40;153488;153697;209;5.97
HMG0300;ALCOOL;26/11/2021;(E);5.599;17.86;R$ 100.00;153697;153866;169;9.46
HMG0300;ALCOOL;01/12/2021;(E);5.599;17.86;R$ 100.00;153866;153949;83;4.65
HMG0300;ALCOOL;03/12/2021;(E);5.599;20.00;R$ 111.98;153949;153999;50;2.50
HMG0300;ALCOOL;14/12/2021;(E);5.518;35.00;R$ 193.16;153999;154125;126;3.60
HMG0300;ALCOOL;04/01/2022;(E);5.399;18.52;R$ 100.00;154125;154208;83;4.48
HMG0300;ALCOOL;14/01/2022;(E);5.399;18.52;R$ 100.00;154208;154303;95;5.13
HMG0300;ALCOOL;03/02/2022;(E);5.358;43.66;R$ 233.97;154303;154454;151;3.46
HMG0300;ALCOOL;21/02/2022;(E);4.998;45.75;R$ 228.70;154454;154633;179;3.91
Qtde = 21;Subtotal .:;613.42;R$ 3,120.77;3161;5.15;;;;;
VEÍCULO .: ;;;;;;;;;;
HMJ1867;;;;;;;;;;
HMJ1867;GASOLINA;16/02/2021;(E);5.195;19.88;R$ 103.28;94943;95154;211;10.61
HMJ1867;GASOLINA;02/07/2021;(E);5.894;26.73;R$ 157.57;95154;95422;268;10.03
HMJ1867;GASOLINA;18/08/2021;(E);6.295;39.83;R$ 250.73;95154;95853;699;17.55
HMJ1867;GASOLINA;07/10/2021;(E);6.484;37.12;R$ 240.72;95853;96332;479;12.90
HMJ1867;GASOLINA;03/11/2021;(E);7.085;33.16;R$ 234.94;96332;96724;392;11.82
HMJ1867;GASOLINA;09/12/2021;(E);7.084;33.11;R$ 234.58;96724;97088;364;10.99
HMJ1867;GASOLINA;24/01/2022;(E);7.065;39.16;R$ 276.67;97088;97501;413;10.55
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 57;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
Qtde = 7;Subtotal .:;228.99;R$ 1,498.49;2826;12.34;;;;;
VEÍCULO .: ;;;;;;;;;;
HMR4787;;;;;;;;;;
HMR4787;GASOLINA;11/03/2021;(E);5.995;10.61;R$ 63.61;72471;72521;50;4.71
HMR4787;GASOLINA;22/03/2021;(E);5.895;18.28;R$ 107.76;72521;72695;174;9.52
HMR4787;GASOLINA;26/03/2021;(E);5.795;16.95;R$ 98.23;72695;72878;183;10.80
HMR4787;GASOLINA;29/03/2021;(E);5.695;17.18;R$ 97.84;72878;73027;149;8.67
HMR4787;GASOLINA;01/04/2021;(E);5.795;17.63;R$ 102.17;73027;73115;88;4.99
HMR4787;GASOLINA;05/04/2021;(E);5.995;18.38;R$ 110.19;73115;73355;240;13.06
HMR4787;GASOLINA;09/04/2021;(E);5.794;20.92;R$ 121.23;73355;73550;195;9.32
HMR4787;GASOLINA;12/04/2021;(E);5.795;17.17;R$ 99.50;73550;73714;164;9.55
HMR4787;GASOLINA;16/04/2021;(E);5.994;17.81;R$ 106.77;73714;73911;197;11.06
HMR4787;GASOLINA;26/04/2021;(E);5.894;33.78;R$ 199.13;73911;74230;319;9.44
HMR4787;GASOLINA;30/04/2021;(E);5.995;20.71;R$ 124.16;74230;74442;212;10.24
HMR4787;GASOLINA;03/05/2021;(E);5.995;17.92;R$ 107.43;74442;74589;147;8.20
HMR4787;GASOLINA;05/05/2021;(E);5.995;14.29;R$ 85.67;74589;74714;125;8.75
HMR4787;GASOLINA;07/05/2021;(E);5.994;11.35;R$ 68.04;74714;74823;109;9.60
HMR4787;GASOLINA;10/05/2021;(E);5.994;17.32;R$ 103.83;74823;74983;160;9.24
HMR4787;GASOLINA;14/05/2021;(E);5.995;18.82;R$ 112.83;74983;75205;222;11.80
HMR4787;GASOLINA;18/05/2021;(E);5.994;19.49;R$ 116.84;75205;75396;191;9.80
HMR4787;GASOLINA;21/05/2021;(E);6.195;26.55;R$ 164.48;75396;75605;209;7.87
HMR4787;GASOLINA;26/05/2021;(E);5.895;28.10;R$ 165.65;75605;75897;292;10.39
HMR4787;GASOLINA;28/05/2021;(E);5.894;15.61;R$ 92.02;75897;76027;130;8.33
HMR4787;GASOLINA;01/06/2021;(E);5.994;23.49;R$ 140.82;76027;76274;247;10.52
HMR4787;GASOLINA;04/06/2021;(E);5.994;20.99;R$ 125.82;76274;76458;184;8.77
HMR4787;GASOLINA;07/06/2021;(E);5.995;17.84;R$ 106.95;76458;76613;155;8.69
HMR4787;GASOLINA;11/06/2021;(E);6.195;20.59;R$ 127.56;76613;76802;189;9.18
HMR4787;GASOLINA;15/06/2021;(E);5.995;26.54;R$ 159.11;76802;77056;254;9.57
HMR4787;GASOLINA;18/06/2021;(E);5.994;21.50;R$ 128.89;77056;77305;249;11.58
HMR4787;GASOLINA;21/06/2021;(E);5.995;18.70;R$ 112.11;77305;77465;160;8.56
HMR4787;GASOLINA;24/06/2021;(E);5.895;23.93;R$ 141.07;77465;77741;276;11.53
HMR4787;GASOLINA;25/06/2021;(E);5.895;13.47;R$ 79.41;77741;77853;112;8.31
HMR4787;GASOLINA;28/06/2021;(E);5.895;19.47;R$ 114.78;77853;78044;191;9.81
HMR4787;GASOLINA;02/07/2021;(E);5.894;24.34;R$ 143.48;78044;78291;247;10.15
HMR4787;GASOLINA;05/07/2021;(E);5.894;18.91;R$ 111.47;78291;78461;170;8.99
HMR4787;GASOLINA;09/07/2021;(E);6.095;29.02;R$ 176.88;78461;78751;290;9.99
HMR4787;GASOLINA;12/07/2021;(E);6.094;14.68;R$ 89.47;78751;78929;178;12.13
HMR4787;GASOLINA;14/07/2021;(E);6.094;23.72;R$ 144.57;78929;79168;239;10.08
HMR4787;GASOLINA;16/07/2021;(E);6.055;21.64;R$ 131.03;79168;79356;188;8.69
HMR4787;GASOLINA;19/07/2021;(E);6.054;16.99;R$ 102.87;79356;79561;205;12.07
HMR4787;GASOLINA;21/07/2021;(E);6.054;15.90;R$ 96.27;79561;79710;149;9.37
HMR4787;GASOLINA;23/07/2021;(E);6.054;10.43;R$ 63.15;79710;79807;97;9.30
HMR4787;GASOLINA;27/07/2021;(E);6.055;20.89;R$ 126.49;79807;80022;215;10.29
HMR4787;GASOLINA;30/07/2021;(E);6.055;15.61;R$ 94.52;80022;80168;146;9.35
HMR4787;GASOLINA;02/08/2021;(E);6.054;15.47;R$ 93.67;80168;80321;153;9.89
HMR4787;GASOLINA;04/08/2021;(E);6.055;11.77;R$ 71.27;80321;80438;117;9.94
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 58;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
HMR4787;GASOLINA;06/08/2021;(E);6.095;18.51;R$ 112.82;80438;80603;165;8.91
HMR4787;GASOLINA;09/08/2021;(E);6.095;17.98;R$ 109.59;80603;80809;206;11.46
HMR4787;GASOLINA;11/08/2021;(E);6.094;18.15;R$ 110.62;80809;80992;183;10.08
HMR4787;GASOLINA;13/08/2021;(E);6.195;18.56;R$ 114.98;80992;81173;181;9.75
HMR4787;GASOLINA;16/08/2021;(E);6.194;11.82;R$ 73.22;81173;81281;108;9.14
HMR4787;GASOLINA;18/08/2021;(E);6.294;16.96;R$ 106.76;81281;81466;185;10.91
HMR4787;GASOLINA;20/08/2021;(E);6.294;10.99;R$ 69.18;81466;81580;114;10.37
HMR4787;GASOLINA;23/08/2021;(E);6.294;17.94;R$ 112.93;81580;81740;160;8.92
HMR4787;GASOLINA;25/08/2021;(E);6.295;12.09;R$ 76.11;81740;81870;130;10.75
HMR4787;GASOLINA;27/08/2021;(E);6.295;19.83;R$ 124.83;81870;82078;208;10.49
HMR4787;GASOLINA;01/09/2021;(E);6.295;25.97;R$ 163.48;82078;82332;254;9.78
HMR4787;GASOLINA;03/09/2021;(E);6.385;11.94;R$ 76.24;82332;82446;114;9.55
HMR4787;GASOLINA;06/09/2021;(E);6.384;13.82;R$ 88.24;82446;82591;145;10.49
HMR4787;GASOLINA;09/09/2021;(E);6.385;19.73;R$ 125.98;82591;82777;186;9.43
HMR4787;GASOLINA;13/09/2021;(E);6.385;19.48;R$ 124.38;82777;82974;197;10.11
HMR4787;GASOLINA;17/09/2021;(E);6.394;18.74;R$ 119.84;82974;83186;212;11.31
HMR4787;GASOLINA;21/09/2021;(E);6.395;21.06;R$ 134.68;83186;83407;221;10.49
HMR4787;GASOLINA;24/09/2021;(E);6.394;19.80;R$ 126.62;83407;83595;188;9.49
HMR4787;GASOLINA;27/09/2021;(E);6.394;16.69;R$ 106.73;83595;83779;184;11.02
HMR4787;GASOLINA;30/09/2021;(E);6.395;20.75;R$ 132.70;83779;83969;190;9.16
HMR4787;GASOLINA;01/10/2021;(E);6.393;2.67;R$ 17.07;83969;84005;36;13.48
HMR4787;GASOLINA;05/10/2021;(E);6.395;24.17;R$ 154.57;84005;84252;247;10.22
HMR4787;GASOLINA;08/10/2021;(E);6.485;20.96;R$ 135.93;84252;84470;218;10.40
HMR4787;GASOLINA;10/10/2021;(E);6.684;9.52;R$ 63.64;84470;84538;68;7.14
HMR4787;GASOLINA;13/10/2021;(E);6.685;20.41;R$ 136.44;84538;84797;259;12.69
HMR4787;GASOLINA;15/10/2021;(E);6.685;11.03;R$ 73.74;84797;84931;134;12.15
HMR4787;GASOLINA;19/10/2021;(E);6.684;25.93;R$ 173.34;84931;85175;244;9.41
HMR4787;GASOLINA;21/10/2021;(E);6.685;11.41;R$ 76.28;85175;85306;131;11.48
HMR4787;GASOLINA;25/10/2021;(E);6.785;7.60;R$ 51.57;85306;85347;41;5.39
HMR4787;GASOLINA;29/10/2021;(E);6.985;19.94;R$ 139.28;85347;85554;207;10.38
HMR4787;GASOLINA;01/11/2021;(E);6.985;12.22;R$ 85.36;85554;85699;145;11.87
HMR4787;GASOLINA;04/11/2021;(E);7.085;18.43;R$ 130.58;85699;85851;152;8.25
HMR4787;GASOLINA;08/11/2021;(E);7.084;20.51;R$ 145.31;85851;86060;209;10.19
HMR4787;GASOLINA;11/11/2021;(E);7.084;9.58;R$ 67.87;86060;86206;146;15.24
HMR4787;GASOLINA;12/11/2021;(E);7.084;10.39;R$ 73.61;86206;86283;77;7.41
HMR4787;GASOLINA;16/11/2021;(E);7.084;21.44;R$ 151.90;86283;86467;184;8.58
HMR4787;GASOLINA;19/11/2021;(E);7.085;16.08;R$ 113.93;86467;86677;210;13.06
HMR4787;GASOLINA;22/11/2021;(E);7.085;16.48;R$ 116.76;86677;86819;142;8.62
HMR4787;GASOLINA;24/11/2021;(E);7.085;11.72;R$ 83.04;86819;86947;128;10.92
HMR4787;GASOLINA;26/11/2021;(E);7.084;14.13;R$ 100.11;86947;87060;113;8.00
HMR4787;GASOLINA;29/11/2021;(E);7.084;13.54;R$ 95.93;87060;87217;157;11.60
HMR4787;GASOLINA;10/12/2021;(E);7.17;43.11;R$ 309.10;87217;87644;427;9.90
HMR4787;GASOLINA;20/12/2021;(E);7.173;40.80;R$ 292.68;87644;88024;380;9.31
HMR4787;GASOLINA;01/01/2022;(E);7.17;42.11;R$ 301.93;88024;88413;389;9.24
HMR4787;GASOLINA;17/01/2022;(E);7.169;42.55;R$ 305.08;88413;88784;371;8.72
HMR4787;GASOLINA;04/02/2022;(E);7.169;40.43;R$ 289.88;88784;89143;359;8.88
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 59;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
HMR4787;GASOLINA;18/02/2022;(E);7.170;38.40;R$ 275.33;89143;89510;367;9.56
Qtde = 90;Subtotal .:;1,741.13;R$ 11,099.23;17039;9.79;;;;;
VEÍCULO .: ;;;;;;;;;;
HMR4789;;;;;;;;;;
HMR4789;GASOLINA;08/02/2021;(E);4.994;35.49;R$ 177.27;73080;73376;296;8.34
HMR4789;GASOLINA;07/07/2021;(E);6.095;44.54;R$ 271.47;73376;73782;406;9.12
HMR4789;GASOLINA;28/10/2021;(E);7.045;41.12;R$ 289.69;73782;74142;360;8.75
HMR4789;GASOLINA;24/11/2021;(E);7.085;34.56;R$ 244.86;74142;74485;343;9.92
HMR4789;GASOLINA;09/12/2021;(E);7.084;34.39;R$ 243.65;74485;74810;325;9.45
HMR4789;GASOLINA;04/01/2022;(E);7.086;36.76;R$ 260.51;74810;75156;346;9.41
HMR4789;GASOLINA;24/01/2022;(E);7.064;40.67;R$ 287.33;75156;75529;373;9.17
HMR4789;GASOLINA;22/02/2022;(E);7.035;39.48;R$ 277.74;75529;75938;409;10.36
Qtde = 8;Subtotal .:;307.01;R$ 2,052.52;2858;9.31;;;;;
VEÍCULO .: ;;;;;;;;;;
HMR4791;;;;;;;;;;
